region_id,Median_age_persons,Median_mortgage_repay_monthly,Median_Tot_prsnl_inc_weekly,Median_rent_weekly_,Median_Tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_Tot_hhd_inc_weekly,Average_household_size
UCL321095,53,537,333,125,746,1.3,585,1.9
UCL321096,40,2600,653,400,2137,1.0,1477,2.9
UCL321097,54,797,342,100,749,1.3,529,1.9
UCL321098,49,2167,538,290,1361,1.1,1045,2.3
UCL321099,43,1900,436,250,1125,1.1,1018,2.8
UCL321100,45,889,577,278,1286,1.0,1049,2.5
UCL321101,40,1387,688,250,1477,1.1,1293,2.5
UCL321102,38,1648,728,170,1956,1.1,1513,2.4
UCL321103,41,1625,397,200,987,1.1,954,3.0
UCL321104,35,1000,406,140,809,1.1,782,2.4
UCL321105,47,758,456,120,1056,1.1,792,2.1
UCL321106,50,867,388,135,900,1.1,654,2.0
UCL321107,36,1777,621,310,1554,1.0,1564,3.0
UCL321108,41,1700,450,260,1208,1.1,1004,2.6
UCL321109,47,1517,446,220,1099,1.1,683,2.2
UCL321110,45,1800,546,315,1371,1.1,1309,2.7
UCL321111,49,975,367,200,773,1.1,664,2.2
UCL321112,53,1300,436,255,935,1.1,733,2.0
UCL321113,44,867,423,165,927,1.1,775,2.4
UCL321114,39,1300,494,190,1141,1.1,1081,2.6
UCL321115,42,1000,532,90,1031,1.1,832,2.2
UCL321116,40,1647,569,280,1451,1.0,1394,2.9
UCL321117,51,1871,427,300,978,1.1,828,2.3
UCL321118,39,2000,508,250,1081,1.1,900,2.5
UCL321119,60,1300,381,250,770,1.1,706,2.1
UCL321120,22,0,283,105,700,1.6,750,3.7
UCL321121,44,1634,497,290,1173,1.2,951,2.5
UCL321122,47,960,350,188,796,1.1,612,2.3
UCL321123,47,1231,493,250,1034,1.1,908,2.3
UCL322001,45,1300,845,200,1924,1.1,1930,2.5
UCL322002,39,800,609,100,1194,1.1,1062,2.3
UCL322003,40,1207,494,205,1375,1.2,924,2.1
UCL322004,53,1517,518,220,1021,1.1,840,2.1
UCL322005,39,621,548,90,1007,1.1,818,2.2
UCL322006,55,1625,465,210,974,1.1,700,1.8
UCL322007,50,498,385,85,830,1.1,594,2.1
UCL322008,37,1733,676,240,1625,1.2,1218,2.6
UCL322009,54,1994,385,180,940,1.1,790,2.1
UCL322010,50,867,466,118,1281,1.1,900,2.0
UCL322011,53,845,325,193,772,1.2,495,2.0
UCL322012,41,1600,460,350,1031,1.1,1187,2.6
UCL322013,48,1509,419,220,1012,1.1,684,2.1
UCL322014,46,1820,374,95,824,1.1,659,2.3
UCL322015,41,1409,433,250,876,1.1,740,2.3
UCL322016,36,1459,1136,75,2647,1.1,2658,2.8
UCL322017,30,0,357,33,837,1.3,939,3.5
UCL322018,57,1274,381,180,736,1.0,700,1.9
UCL322019,55,1322,380,275,814,1.1,637,2.0
UCL322020,33,520,590,80,1458,1.2,1102,2.6
UCL322021,38,1733,526,288,1257,1.1,1068,2.7
UCL322022,33,0,723,100,1312,1.5,1235,2.7
UCL322023,54,1634,329,280,781,1.0,681,2.4
UCL322024,51,1733,374,245,918,1.0,884,2.4
UCL322025,46,2500,631,330,1554,1.0,1381,2.4
UCL322026,41,1500,553,185,1278,1.1,1333,2.5
UCL322027,41,1300,476,190,1036,1.1,892,2.2
UCL322028,51,1686,432,193,1031,1.1,872,2.5
UCL322029,26,0,354,80,1041,1.6,1267,3.9
UCL322030,44,1037,381,255,843,1.1,742,2.3
UCL322031,53,2000,594,210,1036,1.2,937,2.1
UCL322032,46,1192,359,130,927,1.1,588,2.2
UCL322033,42,1083,487,100,1125,1.1,946,2.4
UCL322034,53,1279,389,230,946,1.1,753,2.1
UCL322035,40,620,572,50,1542,1.2,840,2.6
UCL322036,40,725,382,110,772,1.1,645,2.3
UCL322037,45,2000,485,160,1083,1.0,1218,2.2
UCL322038,38,2243,870,400,2512,1.0,2374,3.4
UCL322039,23,0,311,30,1031,1.4,1100,4.4
UCL322040,36,1600,621,200,1652,1.2,1544,2.9
UCL322041,41,1000,624,150,1750,1.1,1703,3.0
UCL322042,35,1408,495,205,1218,1.1,918,2.5
UCL322043,41,1170,495,230,984,1.1,952,2.5
UCL322044,26,1200,407,250,880,1.2,806,2.9
UCL322045,44,650,582,100,1468,1.1,914,2.2
UCL322046,43,867,492,200,1010,1.1,924,2.2
